0;0;0;0;land;false;unknown;0
1;215;216;211;land;false;desert;1
2;220;189;107;land;true;plains;1
3;209;113;220;land;false;desert;1
4;220;86;232;land;false;desert;1
5;151;247;230;land;false;desert;1
6;84;244;174;land;false;hills;1
7;146;240;187;land;false;mountain;1
8;213;220;245;land;false;mountain;1
9;148;164;236;land;false;plains;1
10;99;246;172;land;false;hills;1
11;247;111;145;land;false;plains;1
12;194;133;208;land;false;desert;1
13;209;197;141;land;false;forest;1
14;250;223;79;land;false;desert;1
15;198;242;194;land;false;mountain;1
16;217;134;195;land;false;mountain;1
17;156;238;228;land;false;desert;1
18;77;213;247;land;false;mountain;1
19;242;179;135;land;false;plains;1
20;233;229;41;land;false;mountain;1
21;131;165;206;land;false;desert;1
22;126;217;253;land;false;mountain;1
23;249;229;250;land;false;desert;1
24;67;236;198;land;true;plains;1
25;244;181;244;land;false;plains;1
26;248;219;148;land;false;plains;1
27;243;241;191;land;true;plains;1
28;123;185;202;land;false;desert;1
29;199;125;188;land;false;mountain;1
30;179;135;253;land;false;plains;1
31;207;251;82;land;false;mountain;1
32;228;130;189;land;false;plains;1
33;81;201;235;land;false;plains;1
34;162;223;154;land;false;desert;1
35;190;215;186;land;false;hills;1
36;212;206;144;land;false;mountain;1
37;229;220;139;land;false;mountain;1
38;185;171;221;land;false;hills;1
39;248;238;91;land;false;mountain;1
40;178;251;203;land;false;mountain;1
41;107;166;233;land;false;mountain;1
42;178;192;218;land;false;mountain;1
43;180;234;177;land;false;desert;1
44;89;209;253;land;false;plains;1
45;252;173;159;land;false;plains;1
46;254;152;118;land;false;plains;1
47;106;240;166;land;false;hills;1
48;117;230;192;land;false;plains;1
49;219;82;200;land;false;forest;1
50;192;234;246;land;false;hills;1
51;238;234;145;land;false;plains;1
52;201;133;227;land;false;mountain;1
53;245;209;148;land;true;plains;1
54;118;156;249;land;true;plains;1
55;184;131;234;land;false;mountain;1
56;75;224;228;land;false;plains;1
57;245;141;133;land;false;desert;1
58;162;200;142;land;false;desert;1
59;102;208;207;land;false;plains;1
60;214;253;42;land;false;plains;1
61;214;197;199;land;false;plains;1
62;125;150;237;land;false;hills;1
63;37;233;250;land;false;plains;1
64;253;179;162;land;false;plains;1
65;144;246;113;land;false;plains;1
66;152;158;214;land;false;mountain;1
67;185;227;100;land;false;mountain;1
68;153;207;142;land;false;hills;1
69;211;228;179;land;false;hills;1
70;209;248;112;land;false;plains;1
71;42;219;245;land;false;plains;1
72;210;131;208;land;false;plains;1
73;227;166;158;land;false;plains;1
74;213;65;229;land;false;desert;1
75;230;201;202;land;false;plains;1
76;146;164;242;land;false;desert;1
77;171;193;244;land;false;desert;1
78;188;220;221;land;false;mountain;1
79;140;249;156;land;true;hills;1
80;159;209;232;land;false;hills;1
81;147;235;189;land;true;plains;1
82;237;144;149;land;false;desert;1
83;212;195;232;land;true;plains;1
84;164;198;211;land;false;plains;1
85;212;244;105;land;false;plains;1
86;189;203;159;land;false;forest;1
87;221;219;242;land;false;mountain;1
88;229;55;228;land;false;plains;1
89;230;208;249;land;false;desert;1
90;206;246;179;land;false;hills;1
91;204;219;162;land;false;mountain;1
92;230;159;181;land;false;mountain;1
93;239;209;208;land;false;desert;1
94;238;219;60;land;false;desert;1
95;145;201;158;land;false;hills;1
96;234;202;78;land;false;plains;1
97;215;241;123;land;true;plains;1
98;172;146;213;land;true;plains;1
99;131;222;243;land;false;plains;1
100;248;246;187;land;false;hills;1
101;243;242;237;land;true;plains;1
102;182;201;123;land;false;mountain;1
103;208;148;187;land;true;plains;1
104;160;165;241;land;false;marsh;1
105;105;219;224;land;false;forest;1
106;176;254;112;land;true;plains;1
107;224;209;101;land;false;plains;1
108;244;161;115;land;false;desert;1
109;184;223;119;land;false;mountain;1
110;254;185;137;land;false;plains;1
111;199;240;95;land;true;desert;1
112;72;251;204;land;false;desert;1
113;216;216;175;land;true;plains;1
114;86;206;252;land;true;plains;1
115;108;224;222;land;false;hills;1
116;208;109;222;land;false;plains;1
117;204;216;158;land;false;mountain;1
118;247;147;211;land;false;mountain;1
119;239;242;164;land;false;plains;1
120;180;137;208;land;false;mountain;1
121;169;244;183;land;false;desert;1
122;96;202;237;land;false;plains;1
123;207;105;238;land;true;hills;1
124;203;170;194;land;false;mountain;1
125;132;225;179;land;false;desert;1
126;174;157;193;land;false;marsh;1
127;231;246;165;land;false;mountain;1
128;213;83;224;land;false;mountain;1
129;206;108;193;land;false;mountain;1
130;78;244;181;land;true;plains;1
131;238;141;133;land;true;unknown;1
132;233;93;224;land;false;plains;1
133;209;238;102;land;true;plains;1
134;232;174;198;land;false;plains;1
135;131;222;188;land;false;desert;1
136;246;140;170;land;false;plains;1
137;186;253;107;land;false;plains;1
138;248;149;213;land;false;mountain;1
139;216;156;200;land;true;plains;1
140;218;197;123;land;false;desert;1
141;184;222;176;land;false;mountain;1
142;154;159;204;land;false;plains;1
143;222;208;154;land;false;hills;1
144;144;203;251;land;false;hills;1
145;219;202;247;land;false;plains;1
146;124;191;247;land;false;plains;1
147;241;159;238;land;false;hills;1
148;153;228;193;land;false;desert;1
149;113;208;181;land;false;mountain;1
150;164;170;169;land;false;mountain;1
151;195;245;77;land;false;plains;1
152;233;231;109;land;false;mountain;1
153;192;236;251;land;false;desert;1
154;204;176;205;land;false;forest;1
155;109;184;209;land;false;desert;1
156;211;91;237;land;false;mountain;1
157;111;182;229;land;true;forest;1
158;161;164;212;land;false;desert;1
159;254;198;150;land;true;forest;1
160;187;235;128;land;false;mountain;1
161;105;165;245;land;false;mountain;1
162;203;236;115;land;false;plains;1
163;192;148;163;land;false;hills;1
164;99;222;253;land;false;mountain;1
165;248;20;246;land;false;plains;1
166;245;67;211;land;false;mountain;1
167;188;223;186;land;false;plains;1
168;164;156;249;land;false;mountain;1
169;212;176;254;land;false;plains;1
170;118;209;231;land;false;mountain;1
171;159;138;226;land;false;plains;1
172;225;71;251;land;false;hills;1
173;248;130;163;land;true;plains;1
174;148;138;218;land;true;plains;1
175;246;238;96;land;false;plains;1
176;126;147;251;land;false;mountain;1
177;201;177;150;land;false;desert;1
178;250;218;246;land;false;plains;1
179;211;243;64;land;false;mountain;1
180;240;165;196;land;false;hills;1
181;207;182;208;land;false;desert;1
182;233;34;236;land;false;mountain;1
183;215;180;216;land;false;plains;1
184;181;186;209;land;false;forest;1
185;157;161;216;land;false;mountain;1
186;151;198;187;land;true;mountain;1
187;144;204;207;land;false;plains;1
188;173;164;175;land;false;mountain;1
189;171;143;244;land;false;desert;1
190;243;135;224;land;false;plains;1
191;212;139;246;land;false;desert;1
192;249;246;132;land;true;plains;1
193;146;223;205;land;false;plains;1
194;249;242;185;land;false;mountain;1
195;180;216;203;land;false;urban;1
196;241;87;215;land;false;mountain;1
197;219;171;146;land;false;mountain;1
198;197;200;225;land;false;hills;1
199;123;223;201;land;false;forest;1
200;205;185;142;land;false;mountain;1
201;241;218;148;land;false;desert;1
202;243;232;138;land;false;mountain;1
203;104;181;236;land;false;plains;1
204;184;193;167;land;false;desert;1
205;246;229;93;land;false;hills;1
206;104;214;196;land;false;desert;1
207;152;191;235;land;false;plains;1
208;195;247;166;land;false;desert;1
209;151;238;139;land;true;hills;1
210;197;217;153;land;false;plains;1
211;227;202;191;land;false;mountain;1
212;210;164;142;land;false;desert;1
213;129;228;183;land;false;plains;1
214;247;220;215;land;false;mountain;1
215;239;122;144;land;false;mountain;1
216;195;252;244;land;false;plains;1
217;223;254;166;land;false;mountain;1
218;193;243;180;land;false;hills;1
219;215;212;79;land;false;mountain;1
220;197;200;158;land;false;mountain;1
221;130;204;239;land;false;plains;1
222;217;67;227;land;false;mountain;1
223;232;243;53;land;true;forest;1
224;227;117;162;land;false;desert;1
225;200;93;226;land;false;mountain;1
226;246;235;154;land;false;plains;1
227;185;246;227;land;false;plains;1
228;196;186;192;land;false;desert;1
229;239;214;221;land;false;desert;1
230;211;71;235;land;false;plains;1
231;100;184;226;land;true;forest;1
232;162;219;168;land;false;plains;1
233;226;175;140;land;false;plains;1
234;215;129;209;land;false;plains;1
235;207;127;235;land;false;mountain;1
236;242;242;131;land;false;desert;1
237;144;145;214;land;false;forest;1
238;178;170;191;land;false;plains;1
239;148;156;244;land;false;mountain;1
240;246;228;167;land;true;mountain;1
241;211;247;100;land;false;mountain;1
242;197;111;239;land;false;desert;1
243;240;146;177;land;true;plains;1
244;144;159;218;land;false;plains;1
245;245;165;244;land;false;hills;1
246;232;227;222;land;false;mountain;1
247;227;142;216;land;false;plains;1
248;223;231;160;land;false;mountain;1
249;235;145;216;land;false;desert;1
250;242;250;197;land;false;mountain;1
251;184;199;193;land;false;hills;1
252;195;97;228;land;false;hills;1
253;127;183;211;land;false;desert;1
254;165;163;232;land;false;mountain;1
255;126;246;240;land;false;plains;1
256;252;204;236;land;false;plains;1
257;197;243;80;land;false;desert;1
258;127;216;184;land;false;plains;1
259;159;130;221;land;false;mountain;1
260;196;154;158;land;false;mountain;1
261;238;196;85;land;false;plains;1
262;233;225;249;land;false;mountain;1
263;237;159;252;land;false;plains;1
264;193;191;200;land;false;plains;1
265;202;135;230;land;false;plains;1
266;163;225;196;land;false;hills;1
267;141;214;167;land;false;plains;1
268;232;113;242;land;false;mountain;1
269;231;161;190;land;false;desert;1
270;192;147;197;land;false;desert;1
271;233;119;177;land;true;forest;1
272;144;252;106;land;false;plains;1
273;144;229;210;land;false;mountain;1
274;148;241;159;land;false;plains;1
275;220;139;160;land;false;mountain;1
276;209;194;116;land;false;desert;1
277;203;171;154;land;false;hills;1
278;72;250;237;land;false;hills;1
279;218;214;167;land;false;plains;1
280;99;211;221;land;false;mountain;1
281;242;177;114;land;false;plains;1
282;176;207;121;land;false;plains;1
283;229;195;150;land;false;mountain;1
284;254;249;114;land;false;desert;1
285;129;247;230;land;false;plains;1
286;215;52;250;land;false;hills;1
287;230;89;254;land;false;hills;1
288;245;158;121;land;false;plains;1
289;251;186;248;land;false;mountain;1
290;219;163;164;land;false;plains;1
291;241;249;88;land;false;plains;1
292;151;203;200;land;false;mountain;1
293;218;210;224;land;false;mountain;1
294;80;234;197;land;false;desert;1
295;118;223;201;land;true;plains;1
296;202;251;61;land;false;mountain;1
297;218;248;80;land;false;mountain;1
298;200;170;154;land;false;hills;1
299;198;97;224;land;false;mountain;1
300;237;194;202;land;false;desert;1
301;137;160;240;land;false;plains;1
302;203;190;160;land;false;plains;1
303;217;200;212;land;false;mountain;1
304;228;249;31;land;false;plains;1
305;158;224;217;land;false;desert;1
306;230;248;185;land;false;hills;1
307;233;181;110;land;false;plains;1
308;250;233;23;land;false;desert;1
309;86;181;252;land;true;plains;1
310;219;214;178;land;false;desert;1
311;253;177;207;land;false;plains;1
312;236;213;157;land;false;desert;1
313;245;194;165;land;false;plains;1
314;231;102;250;land;false;plains;1
315;225;104;174;land;false;plains;1
316;151;206;177;land;false;desert;1
317;167;249;235;land;false;desert;1
318;166;169;234;land;false;mountain;1
319;219;146;145;land;false;mountain;1
320;223;225;118;land;false;mountain;1
321;210;231;100;land;false;desert;1
322;194;130;195;land;false;plains;1
323;213;237;190;land;false;plains;1
324;216;230;181;land;false;forest;1
325;104;240;177;land;false;mountain;1
326;35;239;250;land;false;hills;1
327;205;121;238;land;false;plains;1
328;99;203;234;land;false;desert;1
329;251;174;87;land;false;mountain;1
330;79;218;254;land;false;plains;1
331;115;254;234;land;false;mountain;1
332;250;52;200;land;false;desert;1
333;215;231;155;land;false;mountain;1
334;173;145;185;land;false;mountain;1
335;154;242;210;land;false;mountain;1
336;233;231;181;land;false;hills;1
337;142;219;226;land;false;desert;1
338;142;192;196;land;false;desert;1
339;234;105;166;land;false;forest;1
340;152;128;246;land;false;mountain;1
341;133;238;169;land;false;hills;1
342;209;105;189;land;false;plains;1
343;228;144;191;land;false;plains;1
344;131;219;219;land;false;desert;1
345;145;145;243;land;false;desert;1
346;239;188;82;land;false;plains;1
347;71;212;252;land;false;plains;1
348;193;190;193;land;false;plains;1
349;212;96;203;land;false;mountain;1
350;170;205;230;land;false;plains;1
351;88;241;179;land;false;desert;1
352;191;85;225;land;false;hills;1
353;76;191;235;land;false;hills;1
354;134;252;244;land;false;plains;1
355;239;231;111;land;false;desert;1
356;238;247;84;land;false;plains;1
357;180;193;207;land;false;forest;1
358;186;213;196;land;false;desert;1
359;221;204;77;land;false;plains;1
360;229;211;125;land;false;mountain;1
361;253;117;208;land;true;plains;1
362;238;126;175;land;false;plains;1
363;178;125;208;land;false;hills;1
364;201;197;177;land;false;hills;1
365;204;114;197;land;false;mountain;1
366;160;134;231;land;false;hills;1
367;196;207;250;land;true;desert;1
368;137;249;193;land;true;plains;1
369;128;198;211;land;false;forest;1
370;184;228;222;land;false;plains;1
371;130;160;220;land;false;plains;1
372;215;197;103;land;false;desert;1
373;231;250;131;land;false;forest;1
374;237;230;121;land;false;forest;1
375;251;154;168;land;false;desert;1
376;179;124;242;land;false;hills;1
377;156;218;249;land;false;mountain;1
378;234;93;225;land;false;mountain;1
379;181;237;180;land;false;plains;1
380;232;131;231;land;false;desert;1
381;251;36;252;land;false;mountain;1
382;242;51;238;land;false;plains;1
383;250;136;200;land;false;mountain;1
384;223;165;127;land;false;mountain;1
385;222;197;103;land;false;mountain;1
386;247;122;181;land;false;plains;1
387;194;99;244;land;false;mountain;1
388;250;191;237;land;false;plains;1
389;252;112;200;land;false;mountain;1
390;205;160;196;land;false;plains;1
391;126;254;204;land;false;mountain;1
392;200;136;184;land;false;forest;1
393;229;190;121;land;false;desert;1
394;144;211;234;land;false;plains;1
395;239;62;221;land;false;plains;1
396;253;127;236;land;false;plains;1
397;123;200;181;land;false;desert;1
398;155;215;168;land;false;plains;1
399;181;204;139;land;true;plains;1
400;209;232;93;land;false;mountain;1
401;186;162;193;land;false;hills;1
402;155;192;248;land;false;mountain;1
403;139;249;143;land;false;desert;1
404;200;174;222;land;false;plains;1
405;226;195;142;land;false;hills;1
406;174;240;225;land;false;desert;1
407;181;124;224;land;false;plains;1
408;69;245;249;land;false;plains;1
409;252;246;72;land;false;hills;1
410;208;250;158;land;false;forest;1
411;224;179;161;land;false;desert;1
412;232;225;91;land;false;hills;1
413;251;67;244;land;false;mountain;1
414;204;251;50;land;false;desert;1
415;123;236;204;land;false;plains;1
416;236;90;251;land;false;plains;1
417;164;249;193;land;true;plains;1
418;80;209;226;land;false;plains;1
419;184;223;115;land;false;plains;1
420;154;223;145;land;true;plains;1
421;218;88;218;land;false;plains;1
422;247;153;239;land;false;plains;1
423;219;126;231;land;false;desert;1
424;89;215;218;land;false;mountain;1
425;247;184;70;land;false;desert;1
426;249;155;244;land;false;desert;1
427;223;114;195;land;false;plains;1
428;185;252;202;land;false;hills;1
429;175;124;212;land;false;mountain;1
430;179;175;150;land;false;mountain;1
431;223;69;222;land;false;plains;1
432;155;228;128;land;false;plains;1
433;94;197;231;land;false;mountain;1
434;196;188;207;land;false;desert;1
435;228;148;218;land;false;plains;1
436;207;235;210;land;false;hills;1
437;242;88;203;land;false;hills;1
438;213;213;91;land;false;desert;1
439;254;52;232;land;false;desert;1
440;96;225;180;land;false;plains;1
441;249;220;129;land;false;plains;1
442;245;189;246;land;false;forest;1
443;137;178;253;land;false;mountain;1
444;91;194;230;land;false;desert;1
445;229;166;148;land;false;plains;1
446;97;201;232;land;false;plains;1
447;251;73;202;land;false;plains;1
448;196;176;224;land;false;hills;1
449;171;159;211;land;false;plains;1
450;234;183;220;land;false;mountain;1
451;206;235;192;land;false;mountain;1
452;167;178;219;land;true;hills;1
453;206;246;125;land;true;plains;1
454;174;227;136;land;false;forest;1
455;240;163;100;land;false;plains;1
456;132;169;248;land;false;mountain;1
457;77;232;223;land;true;plains;1
458;233;232;58;land;false;forest;1
459;184;145;221;land;false;mountain;1
460;215;242;154;land;false;mountain;1
461;253;168;122;land;false;plains;1
462;243;107;197;land;false;hills;1
463;222;240;91;land;false;plains;1
464;104;163;251;land;false;plains;1
465;193;176;177;land;false;desert;1
466;171;195;151;land;true;marsh;1
467;241;157;129;land;false;desert;1
468;110;228;232;land;false;plains;1
469;200;136;187;land;false;desert;1
470;219;111;210;land;false;desert;1
471;227;116;179;land;false;mountain;1
472;137;243;143;land;false;desert;1
473;194;166;218;land;false;plains;1
474;247;7;252;land;false;mountain;1
475;254;226;87;land;false;plains;1
476;151;181;253;land;false;desert;1
477;251;114;246;land;false;desert;1
478;185;238;88;land;false;forest;1
479;156;197;242;land;false;plains;1
480;169;236;206;land;false;plains;1
481;197;221;162;land;false;mountain;1
482;254;165;236;land;false;plains;1
483;204;231;175;land;false;plains;1
484;216;254;143;land;false;desert;1
485;214;82;250;land;false;hills;1
486;229;96;251;land;false;hills;1
487;220;74;225;land;false;desert;1
488;246;185;235;land;false;hills;1
489;193;234;225;land;false;mountain;1
490;231;141;212;land;true;desert;1
491;250;184;112;land;false;plains;1
492;220;231;66;land;false;mountain;1
493;234;173;129;land;false;desert;1
494;140;248;120;land;false;forest;1
495;149;250;135;land;false;forest;1
496;146;147;231;land;false;plains;1
497;156;252;194;land;false;plains;1
498;236;248;46;land;false;hills;1
499;119;209;247;land;false;mountain;1
500;142;226;242;land;false;mountain;1
501;77;247;184;land;false;plains;1
502;157;113;243;land;true;plains;1
503;214;218;139;land;false;plains;1
504;248;218;189;land;false;plains;1
505;151;246;194;land;false;plains;1
506;126;254;172;land;true;desert;1
507;240;146;167;land;false;plains;1
508;253;242;155;land;false;mountain;1
509;25;228;248;land;false;mountain;1
510;133;240;204;land;false;desert;1
511;231;136;220;land;false;hills;1
512;212;201;230;land;false;hills;1
513;245;149;191;land;false;plains;1
514;234;200;211;land;false;plains;1
515;254;197;92;land;false;mountain;1
516;164;141;249;land;false;hills;1
517;242;153;239;land;false;mountain;1
518;244;63;219;land;false;mountain;1
519;247;222;117;land;true;marsh;1
520;115;205;248;land;false;mountain;1
521;177;160;227;land;false;mountain;1
522;254;124;186;land;false;hills;1
523;126;194;217;land;false;mountain;1
524;235;88;233;land;false;mountain;1
525;253;112;239;land;false;desert;1
526;185;131;250;land;false;plains;1
527;182;235;196;land;false;mountain;1
528;203;87;222;land;false;mountain;1
529;57;228;229;land;false;desert;1
530;145;250;202;land;false;plains;1
531;243;180;228;land;false;desert;1
532;91;245;215;land;true;plains;1
533;242;230;32;land;false;plains;1
534;250;60;232;land;true;desert;1
535;233;194;215;land;false;desert;1
536;140;121;247;land;false;mountain;1
537;89;207;229;land;false;hills;1
538;166;174;246;land;false;mountain;1
539;228;245;197;land;false;hills;1
540;245;62;227;land;false;hills;1
541;158;213;236;land;false;plains;1
542;121;245;245;land;false;plains;1
543;234;224;99;land;false;plains;1
544;243;252;65;land;false;mountain;1
545;147;225;248;land;false;plains;1
546;178;236;191;land;false;desert;1
547;126;175;201;land;false;plains;1
548;219;167;155;land;false;desert;1
549;228;196;244;land;false;forest;1
550;164;212;226;land;false;mountain;1
551;165;164;229;land;false;mountain;1
552;125;211;208;land;false;plains;1
553;182;144;252;land;false;forest;1
554;121;237;170;land;false;mountain;1
555;233;237;157;land;false;mountain;1
556;232;122;245;land;false;plains;1
557;78;247;219;land;false;desert;1
558;233;31;254;land;false;plains;1
559;216;198;242;land;false;plains;1
560;245;124;165;land;false;mountain;1
561;254;176;232;land;false;mountain;1
562;142;225;231;land;false;plains;1
563;189;229;152;land;false;mountain;1
564;214;129;238;land;false;hills;1
565;230;183;238;land;false;plains;1
566;249;141;135;land;false;desert;1
567;182;248;154;land;false;plains;1
568;58;245;243;land;false;mountain;1
569;205;73;225;land;false;desert;1
570;249;167;223;land;false;desert;1
571;191;112;246;land;false;hills;1
572;234;191;153;land;false;mountain;1
573;240;142;132;land;false;plains;1
574;248;200;199;land;false;mountain;1
575;183;252;90;land;false;plains;1
576;81;234;203;land;false;desert;1
577;226;237;229;land;false;mountain;1
578;231;76;225;land;false;hills;1
579;235;210;162;land;false;plains;1
580;212;124;249;land;false;mountain;1
581;199;197;118;land;false;plains;1
582;193;188;177;land;false;desert;1
583;232;117;187;land;false;mountain;1
584;185;121;201;land;false;plains;1
585;229;48;247;land;false;mountain;1
586;155;230;152;land;false;mountain;1
587;246;247;100;land;true;mountain;1
588;171;185;153;land;false;plains;1
589;159;175;189;land;false;desert;1
590;210;126;198;land;false;mountain;1
591;108;200;202;land;false;mountain;1
592;232;85;242;land;false;mountain;1
593;190;193;190;land;false;hills;1
594;122;180;209;land;false;plains;1
595;142;176;251;land;false;plains;1
596;168;194;247;land;false;plains;1
597;209;221;144;land;false;hills;1
598;206;142;187;land;false;plains;1
599;238;80;187;land;false;plains;1
600;103;206;249;land;false;desert;1
601;242;229;113;land;false;mountain;1
602;148;229;201;land;false;plains;1
603;100;254;177;land;false;plains;1
604;201;157;155;land;false;forest;1
605;231;123;213;land;false;mountain;1
606;96;240;216;land;false;plains;1
607;92;254;177;land;false;mountain;1
608;215;148;183;land;false;plains;1
609;236;76;247;land;false;plains;1
610;217;200;229;land;true;plains;1
611;117;250;179;land;false;desert;1
612;248;252;90;land;false;forest;1
613;237;92;249;land;false;mountain;1
614;234;141;144;land;false;plains;1
615;148;158;241;land;false;mountain;1
616;191;244;102;land;false;plains;1
617;204;224;182;land;false;plains;1
618;217;225;83;land;false;plains;1
619;177;232;176;land;false;plains;1
